Air Quality,PM2.5,PM10,NO2,SO2,CO
2,6.5,16.8,21.0,8.8,1.74
1,8.0,23.7,27.8,12.0,2.94
2,0.1,1.3,32.5,5.1,1.53
0,17.0,23.5,12.9,2.5,0.93
0,34.6,40.2,10.8,10.3,1.01
1,96.1,122.2,47.2,27.7,2.97
0,3.7,3.6,24.5,3.1,1.11
0,9.2,12.1,15.8,0.5,0.99
2,41.8,52.9,22.4,12.4,1.65
1,121.6,121.2,30.1,22.4,2.8
3,6.0,21.7,40.5,9.1,2.46
3,31.2,48.6,36.7,14.7,2.3
1,18.2,38.5,46.7,6.6,2.67
1,18.3,34.1,35.9,34.6,2.61
0,19.4,21.4,16.0,-1.4,1.11
3,16.0,28.5,44.6,19.1,2.13
2,21.0,27.7,22.3,11.3,1.3
0,10.8,16.7,22.9,3.2,0.97
3,5.0,13.4,27.5,10.3,1.91
1,44.2,78.1,46.5,20.9,1.91
2,18.1,20.1,29.2,10.0,1.29
1,19.8,45.8,24.2,18.3,2.81
0,14.2,16.3,23.6,3.1,1.09
1,156.8,172.3,30.5,24.7,1.7
0,5.4,8.4,24.9,7.9,1.12
0,1.3,5.7,24.6,8.5,0.92
2,2.5,13.1,21.4,11.7,1.33
0,2.1,9.5,17.0,2.8,0.95
2,1.1,13.5,23.9,9.9,1.39
3,54.1,64.4,30.8,0.7,1.81
2,5.6,22.7,22.0,9.2,1.56
0,12.5,13.4,26.1,6.5,0.94
2,7.8,16.9,29.7,7.9,1.31
0,1.6,5.6,22.0,1.2,1.05
3,37.9,52.4,47.7,18.9,1.7
2,15.9,19.3,27.0,16.2,1.18
1,2.4,23.6,54.1,30.2,2.54
2,28.8,43.1,29.5,13.8,1.97
0,7.1,15.8,24.7,2.4,1.0
0,7.7,13.1,16.4,2.6,1.05
3,12.5,18.1,25.0,2.9,2.26
3,29.1,43.9,31.1,18.0,1.85
2,7.1,16.2,22.4,5.3,1.4
3,24.3,29.7,34.9,18.0,1.64
0,7.6,15.3,22.7,7.8,0.92
2,52.9,63.7,25.5,8.0,1.78
0,3.9,8.3,19.6,-0.4,1.0
3,12.1,30.6,35.9,18.9,2.24
0,20.4,28.4,25.2,5.4,1.07
0,13.5,20.5,15.8,2.5,0.98
2,17.1,30.6,21.9,14.6,1.4
3,87.5,98.2,27.9,12.0,2.49
1,0.7,16.8,32.9,31.7,2.73
0,22.6,27.7,15.7,6.9,1.11
0,4.5,8.3,24.2,6.1,1.06
1,23.9,45.0,46.1,25.8,2.65
3,26.6,31.6,40.1,19.8,1.51
0,17.9,23.5,27.9,5.8,1.01
1,22.8,42.8,33.2,20.4,3.03
0,20.7,25.0,24.3,4.0,0.88
0,1.2,6.5,20.9,6.7,1.22
1,61.2,77.0,35.2,3.9,1.82
3,26.0,46.4,32.0,15.0,1.55
2,25.1,33.7,27.1,6.3,1.61
3,8.9,32.0,32.3,7.9,1.71
3,5.0,18.7,32.3,15.5,1.83
3,39.7,49.8,19.5,13.0,2.04
2,9.4,16.9,34.1,6.4,1.92
2,28.7,30.2,32.9,6.4,1.65
1,17.1,33.7,42.7,17.6,2.56
3,35.6,48.0,39.4,14.4,1.78
0,13.8,21.4,18.8,2.8,1.0
0,3.1,9.8,11.3,7.8,1.06
0,2.5,4.7,13.3,3.9,1.09
0,10.7,13.0,11.9,2.3,1.0
0,3.7,8.6,20.2,1.0,0.84
2,7.4,19.8,25.5,7.9,1.01
1,93.8,116.9,41.8,4.7,2.75
3,3.0,20.7,30.8,17.7,2.02
2,86.4,95.6,28.8,7.9,1.11
3,13.4,26.6,29.8,12.4,1.71
0,1.1,6.8,16.2,5.9,1.01
0,14.8,20.5,26.8,2.2,0.76
0,49.8,55.5,25.3,6.3,0.94
0,3.3,7.9,19.8,2.0,0.92
2,33.2,43.6,26.9,11.5,1.23
0,4.0,11.9,24.9,5.0,0.98
3,6.4,14.7,38.5,11.4,1.81
0,13.8,19.3,19.7,2.9,0.98
2,11.8,24.8,22.9,15.9,1.52
3,8.0,31.4,47.5,19.8,1.79
0,3.5,9.0,11.3,5.6,0.88
3,34.0,49.8,30.4,2.6,2.06
0,0.5,6.7,13.1,1.9,1.02
0,1.0,4.1,22.2,3.3,0.86
0,19.1,22.0,15.0,5.1,0.84
0,1.9,6.8,26.0,4.2,0.94
2,14.9,21.1,29.4,12.3,1.5
0,2.3,6.2,16.5,7.2,1.03
3,1.3,14.3,32.3,1.1,1.7
1,3.0,18.5,37.5,14.2,2.76
0,7.8,12.4,13.6,6.1,0.89
2,31.4,41.2,25.3,16.4,1.55
2,8.1,23.1,33.8,7.5,1.48
0,15.8,18.8,28.3,6.3,0.84
1,9.4,22.0,37.0,14.4,2.45
2,7.7,21.3,16.9,3.5,1.73
0,29.5,31.9,28.7,-0.3,1.06
3,135.7,148.8,28.1,16.1,2.05
3,20.6,39.6,34.3,6.6,1.95
0,0.2,3.5,16.5,4.4,0.88
0,0.9,7.3,18.2,5.9,1.11
2,18.1,27.3,19.4,12.2,1.78
2,18.5,27.9,28.9,13.0,1.42
1,33.8,50.7,41.3,21.0,2.52
0,14.7,24.2,14.6,4.2,1.06
2,3.5,7.3,31.0,10.4,1.36
1,64.5,88.3,36.1,20.4,3.1
0,1.5,8.0,14.0,7.6,0.85
2,26.8,41.0,32.8,7.2,1.65
2,19.0,28.4,29.1,14.1,1.45
2,10.8,17.3,31.3,3.3,2.01
0,20.0,25.6,16.7,6.1,0.97
2,60.5,65.1,29.3,1.7,1.68
0,0.7,3.7,15.4,5.5,1.08
0,18.3,24.0,20.1,5.1,1.14
2,16.8,19.3,23.9,7.9,1.44
3,15.4,29.7,31.0,11.3,2.06
0,2.6,4.7,24.8,5.4,0.97
2,8.7,19.1,28.3,11.6,1.36
2,1.0,12.6,23.0,16.9,1.96
2,14.6,24.1,26.0,12.3,1.93
2,8.9,15.8,27.3,9.5,1.39
1,28.6,45.1,49.6,19.1,2.48
3,28.5,43.7,22.6,19.7,1.91
1,25.7,49.6,46.2,22.1,2.86
3,3.3,14.2,22.5,18.6,2.12
0,9.3,14.9,24.4,7.0,1.06
3,2.9,11.1,27.8,12.3,1.86
2,30.0,42.1,36.6,5.2,1.55
0,14.1,20.9,22.7,3.6,1.01
0,12.4,18.5,21.8,4.8,0.94
3,12.9,29.4,41.6,14.1,2.29
2,40.6,50.6,25.0,13.1,1.7
0,5.5,9.6,24.2,6.9,1.15
1,104.3,136.6,36.6,15.8,3.72
0,14.6,19.0,23.1,1.7,1.14
0,2.8,8.4,19.1,4.3,0.85
0,1.2,6.6,23.4,3.1,1.07
3,9.0,20.9,32.1,20.4,2.36
0,1.2,5.8,22.1,6.7,0.88
0,21.4,27.3,22.6,5.7,0.94
2,36.7,43.4,35.6,5.3,1.31
3,6.3,19.7,34.4,19.2,2.35
0,3.7,10.1,15.1,3.1,0.85
0,13.3,15.8,26.0,7.3,0.98
0,6.8,13.1,25.6,1.5,1.01
3,33.4,36.4,34.5,8.0,1.79
1,7.7,10.4,34.4,30.5,1.85
2,16.7,27.2,18.4,12.1,1.67
0,5.5,11.7,17.3,3.6,0.83
1,46.0,74.8,46.3,14.9,2.24
0,4.8,15.5,19.6,7.2,1.02
0,10.1,14.7,20.9,3.9,1.1
0,5.6,11.7,24.9,2.5,1.09
0,25.0,28.4,22.0,3.8,0.96
0,15.0,21.7,22.9,3.9,0.99
1,75.7,99.5,30.0,17.5,2.32
0,24.8,27.2,21.8,3.7,0.93
3,9.6,28.2,33.2,5.2,2.49
0,0.7,8.1,22.4,5.3,1.04
2,1.0,18.8,23.1,4.4,1.31
2,0.8,13.0,26.1,7.2,1.56
2,63.7,75.6,32.3,16.4,1.57
1,18.4,42.3,32.0,26.4,3.1
0,0.1,8.4,20.7,3.6,1.18
3,23.5,23.1,35.1,17.3,2.13
0,1.9,8.8,26.6,6.5,1.06
1,12.2,32.6,43.2,25.5,3.36
2,21.4,29.9,23.0,0.5,1.46
0,1.1,0.0,24.0,4.3,0.96
2,90.1,94.2,30.5,10.7,1.35
0,8.9,8.8,18.1,5.4,1.07
3,149.1,168.1,34.9,11.7,1.79
2,12.2,14.7,30.5,9.2,1.56
2,5.1,11.5,29.6,3.9,1.61
0,0.9,5.7,24.3,5.7,0.93
0,9.1,17.4,28.0,3.0,0.96
0,7.4,12.6,17.5,7.7,0.86
0,15.9,20.4,25.3,4.2,1.01
2,4.6,17.5,24.3,14.5,1.52
0,8.5,10.7,24.6,6.3,1.07
3,12.9,30.8,35.3,6.5,2.28
2,7.2,20.0,36.1,13.7,1.37
3,32.2,37.1,40.9,21.9,2.07
2,28.4,40.4,28.0,17.8,1.15
3,18.7,33.4,37.1,15.3,1.99
3,31.2,47.9,30.4,6.8,2.07
1,99.2,115.1,54.9,20.5,2.62
0,14.6,21.3,21.8,5.4,0.96
0,8.9,10.0,27.0,6.3,1.03
2,3.4,16.0,17.5,4.9,1.6
0,4.9,9.3,23.1,-0.1,1.08
3,55.2,63.2,30.6,25.9,1.84
2,17.9,23.5,28.0,8.6,1.72
1,11.0,31.5,49.6,11.5,2.89
2,47.1,61.3,22.1,7.3,1.82
0,10.4,16.1,12.3,1.7,1.14
0,1.8,5.5,13.9,7.8,1.03
3,19.1,37.6,27.8,20.7,2.21
2,96.9,109.7,22.4,9.9,1.62
0,3.4,9.3,23.0,6.0,0.73
0,14.8,20.2,13.2,6.4,1.11
2,0.7,8.0,30.5,7.2,1.56
0,17.2,23.1,16.2,5.7,1.07
2,7.5,22.3,18.4,16.8,1.56
0,22.4,25.0,13.5,5.3,1.17
2,0.8,12.7,17.8,11.1,1.42
3,25.6,42.0,35.7,14.7,2.39
3,11.1,28.2,27.4,17.7,2.02
0,9.4,10.1,25.5,8.8,0.77
1,4.9,29.7,42.0,9.1,3.11
0,3.7,8.9,27.3,7.8,1.03
2,8.7,20.7,18.6,6.9,1.79
3,9.6,18.8,27.3,23.2,1.7
0,2.9,6.0,16.3,7.0,0.9
1,21.6,29.6,25.3,26.7,2.31
2,41.9,58.8,26.0,12.0,1.6
3,11.3,33.6,34.4,15.1,2.0
2,2.7,11.8,22.8,5.2,1.39
3,22.5,36.4,34.9,16.7,1.97
0,1.5,4.5,23.8,3.3,1.06
0,26.0,28.3,20.0,2.1,0.99
3,36.5,40.9,31.7,15.2,2.09
1,19.8,54.1,39.9,25.7,2.29
2,1.0,11.3,21.8,12.5,1.41
3,16.0,35.7,30.4,11.7,2.26
0,8.4,12.5,15.8,4.0,1.05
0,8.8,16.7,22.5,2.6,0.97
2,16.5,23.5,30.5,9.0,1.69
2,8.3,18.0,21.4,16.3,1.41
1,6.5,21.6,41.6,7.4,2.71
1,34.6,51.9,47.7,17.8,2.72
2,35.3,47.4,30.3,9.9,1.54
2,79.4,92.1,24.1,8.0,1.58
0,1.4,4.3,12.2,3.4,1.04
2,24.3,31.5,15.4,19.9,1.48
2,12.5,21.1,18.3,9.7,1.49
2,34.5,44.7,17.3,17.4,1.36
0,27.6,32.9,15.2,7.2,1.12
2,9.5,23.0,23.6,6.8,1.76
0,0.8,6.2,12.9,8.0,1.02
0,6.9,13.4,20.9,7.7,0.97
3,7.1,26.7,36.6,16.7,2.39
2,9.7,19.5,31.0,3.9,1.52
2,2.3,10.5,24.4,10.9,1.66
3,11.1,30.9,28.1,16.3,1.04
0,8.3,14.0,20.7,5.5,1.02
0,0.6,6.7,13.3,3.1,0.95
2,39.8,55.4,30.8,5.5,1.44
2,9.2,19.2,28.4,5.4,1.82
2,38.2,54.1,24.0,15.6,1.28
3,3.7,24.0,28.9,2.8,2.24
0,0.2,6.5,14.9,1.4,0.87
1,8.1,28.8,50.1,35.0,2.54
0,2.8,9.5,19.0,1.9,0.97
0,20.7,25.3,15.4,6.2,1.0
2,22.4,38.4,26.8,12.3,1.34
0,2.9,8.0,20.7,5.0,1.08
3,50.6,67.5,34.4,16.4,1.56
1,22.5,43.4,36.6,21.1,2.33
3,73.2,85.4,40.9,17.1,1.96
0,7.6,14.1,12.0,3.7,0.92
3,23.0,34.8,34.9,6.2,1.96
3,10.3,27.3,22.6,10.4,1.66
0,10.6,17.6,17.7,5.1,1.13
0,4.2,10.2,20.8,1.5,1.05
0,16.2,22.9,12.2,8.1,0.95
2,16.8,27.6,20.8,16.1,1.39
2,6.2,15.8,33.6,9.9,1.66
2,11.3,25.5,21.7,7.1,1.55
0,30.3,36.3,18.8,4.1,0.87
2,11.3,18.6,37.1,8.2,1.42
2,10.6,19.3,31.8,10.9,1.36
1,13.9,39.3,28.8,25.0,2.97
0,3.9,8.1,14.3,4.4,0.83
2,3.7,13.4,27.5,7.4,1.85
2,9.4,19.9,29.3,15.3,1.77
0,34.0,40.2,16.9,5.1,1.01
3,15.2,26.6,30.9,11.0,1.74
2,38.0,48.2,22.1,16.5,1.63
0,0.1,7.1,13.8,7.9,1.03
2,0.0,5.9,26.5,8.1,1.21
3,56.6,67.9,36.6,17.6,2.13
0,3.0,11.0,12.5,5.9,1.12
0,16.2,20.1,27.1,3.4,0.88
2,0.8,17.8,28.7,5.1,0.92
1,37.0,49.3,26.4,8.3,2.43
2,15.7,22.4,21.9,13.4,1.75
0,5.0,11.8,22.6,3.7,1.04
0,8.5,13.5,15.8,7.1,1.04
0,7.1,8.4,21.0,6.8,1.14
0,1.5,3.0,16.1,4.8,0.97
1,34.7,56.0,38.8,21.7,2.67
3,19.1,29.0,31.2,10.5,2.17
0,1.2,2.7,12.5,4.8,0.96
0,10.5,18.4,13.9,5.8,0.76
0,1.2,3.2,23.2,5.5,0.98
1,101.8,133.7,35.0,26.1,2.32
2,35.8,46.6,34.6,11.0,1.34
3,14.4,31.2,30.7,16.5,1.85
2,5.4,13.4,26.9,15.4,1.56
0,9.8,14.2,25.4,4.2,0.88
2,6.0,9.7,26.7,12.5,1.53
0,0.4,7.4,14.0,1.9,1.02
2,15.4,34.6,28.2,10.4,1.46
2,1.3,12.4,21.7,9.1,1.27
0,4.9,7.3,22.8,5.3,1.1
2,2.4,8.8,25.1,3.3,1.35
3,42.1,70.1,38.0,18.3,1.41
0,18.7,17.4,16.4,8.2,0.86
0,6.3,12.5,24.5,7.8,1.11
0,7.0,13.3,19.8,5.2,1.05
0,8.4,11.3,23.4,4.8,0.97
0,9.4,14.9,13.8,2.0,0.97
2,37.3,51.0,25.9,10.0,0.98
0,24.7,28.4,12.0,2.9,1.16
2,10.8,18.0,21.9,0.5,1.59
2,6.8,18.6,23.0,12.8,1.4
2,16.2,24.9,26.2,11.1,1.38
0,33.4,43.0,16.9,2.9,1.04
3,83.2,90.4,16.3,12.5,2.36
1,38.4,70.8,42.3,20.7,2.58
2,16.9,28.6,22.4,12.0,1.35
0,16.8,21.1,20.1,4.9,0.85
1,6.5,20.3,53.8,23.7,2.41
0,29.3,32.8,24.1,4.5,0.96
1,20.5,34.6,39.5,20.6,2.75
0,5.5,8.4,22.5,5.0,0.98
0,2.6,8.7,22.6,3.1,0.84
0,15.7,17.8,13.8,4.4,1.05
0,8.6,14.0,14.1,4.6,0.99
3,59.3,71.9,28.4,13.0,1.77
1,90.7,109.1,41.0,18.6,2.03
2,3.0,9.5,27.3,5.4,1.54
0,8.6,13.8,25.0,5.1,1.11
0,6.3,11.2,21.9,5.4,1.04
3,8.3,35.2,42.3,19.6,1.09
0,6.0,9.2,14.9,4.7,1.21
0,18.5,24.4,23.4,6.6,1.09
2,8.3,22.5,30.5,13.8,1.63
1,23.7,45.6,47.4,20.5,2.51
2,12.5,24.2,23.8,6.9,1.51
0,7.9,13.2,18.4,6.9,0.94
0,3.8,12.3,15.8,3.9,0.99
3,41.4,56.1,40.4,6.2,1.85
2,16.0,21.9,24.2,6.6,1.29
1,63.0,65.2,30.9,19.4,2.19
1,30.2,54.0,43.1,24.5,2.91
0,5.8,11.7,13.4,5.9,1.05
3,67.7,75.3,24.9,24.7,2.13
2,19.5,27.0,20.5,13.4,1.47
1,35.7,55.9,55.3,17.1,2.17
2,8.2,20.7,31.2,10.1,1.42
0,29.8,38.9,18.5,6.1,1.01
2,39.0,56.5,30.3,12.3,1.6
1,29.9,46.2,42.8,6.1,1.99
2,0.8,10.5,23.8,4.7,1.44
2,1.4,6.6,25.5,10.1,1.45
2,13.9,26.1,18.3,18.6,1.54
2,2.8,11.8,38.3,9.0,1.36
2,34.5,41.8,25.5,8.1,1.37
0,0.5,3.1,15.8,4.8,0.98
0,1.9,7.1,26.1,5.2,1.15
3,17.6,36.2,27.7,19.4,1.74
0,50.7,57.8,22.2,4.9,1.09
3,40.0,52.2,27.8,16.9,2.32
2,9.1,18.7,25.8,6.4,1.53
2,2.6,16.5,19.0,10.3,1.61
3,0.1,14.3,39.2,21.2,1.6
3,6.8,26.1,33.4,18.0,1.85
1,8.2,30.7,37.0,33.2,2.36
0,30.8,37.0,14.6,2.0,1.01
1,109.6,145.2,46.8,34.7,2.5
0,10.4,16.3,25.7,6.6,1.03
2,14.6,27.5,23.3,10.9,1.31
0,10.1,13.7,29.1,4.7,0.97
3,41.5,53.5,29.2,15.1,2.44
1,59.3,89.0,32.7,24.0,2.14
0,12.8,16.3,12.3,8.5,1.02
2,23.1,37.3,32.2,9.1,1.39
1,22.6,40.5,39.9,15.9,2.46
0,17.5,23.6,18.8,3.9,0.94
1,5.5,30.3,39.6,11.2,2.56
2,4.3,20.3,33.9,10.2,1.09
2,4.5,19.4,29.0,11.9,1.23
0,0.0,4.6,26.6,5.3,0.92
2,74.2,89.0,31.9,15.3,1.74
3,12.4,22.7,38.4,2.0,2.04
3,139.8,150.6,26.7,17.2,1.75
3,13.8,31.8,24.2,17.8,1.51
0,4.1,7.7,19.0,2.1,1.1
2,71.2,75.9,20.5,9.3,1.58
1,32.9,49.0,26.7,18.9,2.08
0,5.7,11.7,16.5,1.5,0.93
2,0.7,14.2,22.5,9.6,1.52
2,4.3,23.8,32.3,5.6,1.46
0,10.5,16.3,22.1,4.3,0.87
2,31.3,37.5,21.4,2.0,1.71
0,10.7,15.0,24.3,2.5,0.98
2,28.3,39.7,31.4,15.0,1.65
2,3.9,18.0,28.7,9.9,2.07
0,2.5,8.8,22.3,5.0,0.81
1,5.8,21.3,22.7,39.6,2.17
2,78.0,82.6,27.2,5.8,1.5
2,35.5,50.3,29.5,7.0,1.56
2,13.1,30.9,33.1,4.9,1.66
2,7.4,18.6,30.2,10.8,1.22
2,14.0,31.6,33.8,7.6,1.91
2,16.6,30.5,18.9,6.6,1.68
3,62.0,75.5,28.9,13.2,1.34
0,1.6,5.8,24.7,2.3,1.08
0,0.6,6.9,15.9,5.4,0.96
3,64.5,78.9,35.3,0.6,1.85
0,15.0,20.8,11.0,7.2,1.03
2,8.7,15.6,21.3,7.7,1.72
3,41.1,57.1,41.8,16.9,1.83
1,62.8,88.3,37.2,12.8,2.56
3,26.3,36.4,28.4,26.5,1.61
2,106.6,114.2,27.5,3.4,1.86
3,21.3,45.1,29.2,16.5,1.66
2,49.0,60.6,25.6,12.6,1.61
2,32.3,39.5,21.4,8.9,1.25
2,54.3,60.3,17.7,9.7,1.09
0,5.1,9.8,20.5,5.0,0.96
0,7.0,12.2,17.5,2.9,0.97
2,0.9,8.3,22.3,5.7,1.44
0,1.7,6.7,22.0,7.0,0.97
0,1.4,9.1,29.5,4.9,1.07
0,0.9,8.9,18.2,7.6,0.91
3,45.1,57.2,35.0,16.3,1.82
3,23.3,38.5,24.2,14.5,2.16
0,18.5,25.2,14.0,4.8,1.12
1,66.3,93.0,31.1,23.4,2.24
3,5.5,8.0,30.0,5.7,1.89
2,7.9,19.7,34.6,10.7,1.71
0,2.0,12.0,18.5,3.2,1.08
3,4.9,15.5,33.6,9.7,2.34
0,8.1,10.4,25.0,4.5,0.88
0,24.2,29.7,18.7,8.7,0.92
1,6.0,11.9,35.5,17.6,2.47
0,9.5,16.4,14.5,5.3,0.86
3,87.9,98.8,44.4,15.6,2.15
2,30.3,40.5,31.5,19.6,1.48
0,2.0,8.0,25.2,5.0,1.09
0,3.3,6.3,17.4,9.8,1.11
2,2.4,19.2,29.4,9.3,1.66
0,5.4,10.2,16.4,6.8,1.04
1,119.9,145.8,31.5,1.2,2.87
0,44.3,49.1,15.4,1.6,0.87
2,16.7,22.4,26.6,10.7,1.43
0,0.1,5.3,23.8,6.8,0.86
3,22.7,41.3,31.6,19.7,2.04
0,23.7,28.0,23.1,5.8,0.9
0,1.3,5.3,15.0,6.1,1.01
0,37.9,41.2,14.6,9.2,0.94
3,5.1,20.6,38.8,7.5,2.26
3,68.1,80.4,33.8,23.0,2.75
0,13.1,16.6,21.7,4.9,0.89
2,1.2,17.7,20.8,8.4,1.75
2,36.3,42.0,27.0,19.6,1.35
1,104.1,114.7,51.4,20.6,2.64
3,23.8,44.5,23.0,5.4,2.03
0,3.0,9.9,12.7,0.9,0.92
3,23.9,33.9,39.7,3.0,1.83
3,36.7,64.5,31.5,12.3,1.57
3,48.0,54.6,31.3,14.9,1.73
2,10.6,26.5,30.2,10.7,1.52
0,7.8,14.2,17.0,10.1,1.01
3,29.3,34.9,24.1,10.4,1.92
0,8.6,12.6,22.0,4.0,1.0
0,7.2,15.0,18.5,2.6,1.06
3,15.0,29.6,38.1,14.1,2.32
2,60.1,74.4,30.7,13.3,1.64
3,63.4,72.4,29.6,10.8,1.68
2,5.4,16.0,29.5,4.0,1.49
2,29.7,38.8,25.9,9.4,1.36
0,4.7,10.9,20.8,1.3,0.72
3,14.3,31.1,32.8,20.5,2.14
0,8.2,15.2,21.5,3.7,1.01
0,16.5,23.0,24.2,4.8,0.8
0,1.3,6.3,20.5,4.4,0.96
3,23.9,41.7,23.9,12.7,1.91
2,12.2,25.4,35.7,10.4,1.63
3,8.5,17.8,25.0,15.2,1.65
3,10.1,28.2,29.5,20.9,1.76
1,11.9,21.2,35.9,15.2,2.91
0,3.5,8.1,16.7,3.7,1.05
0,6.5,11.1,16.5,6.0,1.07
2,79.0,83.4,19.6,10.1,1.48
0,8.7,13.6,25.6,3.1,1.03
2,3.5,7.3,22.0,16.0,1.79
1,114.4,140.5,27.8,16.1,2.45
0,0.4,3.7,12.7,7.4,1.04
3,65.2,81.5,35.7,11.2,2.46
0,11.6,16.5,14.1,3.6,0.91
0,2.8,3.4,19.1,7.0,1.05
0,19.5,23.9,15.7,5.0,0.95
0,7.7,9.0,10.8,4.1,0.83
3,9.1,27.4,24.3,5.3,2.39
0,0.8,8.1,18.4,4.5,1.01
2,24.8,34.8,28.0,5.7,1.43
2,3.2,11.7,28.9,16.6,1.4
0,16.5,20.1,27.1,7.0,0.99
1,17.3,25.0,43.5,24.5,2.33
3,9.9,29.4,38.0,15.9,1.68
0,13.5,17.0,12.5,2.5,0.99
0,10.8,17.0,19.4,3.7,0.98
0,16.3,21.6,23.5,6.1,1.08
2,24.2,34.2,25.7,16.1,2.02
0,3.9,8.8,23.7,5.9,0.92
2,3.1,7.1,29.9,9.1,1.44
1,38.3,42.9,40.7,44.9,2.01
2,51.9,64.4,24.9,16.5,1.93
0,2.1,7.5,23.4,6.8,1.22
0,0.9,5.2,24.2,2.1,0.77
1,43.1,54.8,49.2,26.1,1.56
0,37.6,41.3,15.7,8.8,1.01
0,12.9,16.0,16.1,1.0,0.99
0,3.9,3.9,20.0,3.9,0.94
2,4.8,18.9,26.4,9.4,1.75
2,6.2,23.0,25.0,10.4,1.38
2,26.1,36.1,31.3,10.9,1.71
2,13.9,20.6,23.3,11.0,1.41
3,30.6,44.5,34.0,22.1,2.02
2,2.1,14.7,21.9,13.7,1.21
0,15.3,21.3,20.4,4.5,1.08
3,32.5,44.7,28.7,7.7,2.64
3,14.9,29.6,29.7,21.6,1.88
3,53.2,65.8,33.6,20.5,2.34
0,2.8,9.0,19.7,3.4,0.84
3,4.3,16.1,37.7,3.2,2.44
0,0.7,4.1,17.3,7.8,1.04
0,1.6,4.0,13.7,5.3,1.04
2,2.3,16.8,25.2,7.7,1.6
3,8.9,15.1,33.2,11.7,1.89
0,0.6,7.2,21.5,5.2,1.07
3,134.7,152.2,21.4,17.0,1.74
2,14.8,31.7,23.5,13.1,1.57
0,2.0,4.9,22.3,7.9,0.93
2,20.1,30.4,34.9,4.9,1.49
0,4.8,12.6,25.5,6.1,0.73
0,2.2,6.1,19.0,5.7,0.9
2,0.7,9.9,30.2,8.0,1.52
0,4.8,10.7,17.7,4.3,0.86
0,11.8,18.6,21.4,4.3,0.86
2,0.4,11.6,20.1,16.8,1.93
0,7.8,10.1,16.5,4.3,0.99
2,51.0,59.3,23.5,7.9,1.77
0,5.8,10.7,23.8,5.5,1.08
0,12.2,18.2,21.9,4.8,0.99
3,31.7,57.6,28.8,19.6,2.25
2,5.8,15.3,38.3,12.6,1.72
2,34.4,45.2,26.7,8.6,1.63
2,8.4,18.5,25.0,10.7,1.52
2,46.8,60.0,22.3,13.2,1.46
1,7.0,28.8,51.9,25.2,2.11
3,58.1,75.1,31.9,16.6,2.0
0,20.0,30.5,16.5,7.4,0.9
0,4.3,9.4,15.2,0.6,1.1
0,9.6,11.7,23.3,4.7,1.04
3,136.2,154.5,23.8,6.2,2.12
3,1.7,12.9,29.8,17.7,1.89
3,18.2,26.8,42.9,17.1,1.31
2,10.8,18.7,24.2,10.7,1.47
2,41.1,51.5,36.0,10.7,1.77
3,9.2,14.4,37.5,16.1,2.22
2,17.2,30.4,36.3,1.6,1.31
0,2.1,9.3,12.4,7.5,0.95
2,17.7,27.4,34.1,10.1,1.54
0,33.3,36.4,25.6,9.5,1.13
0,21.3,29.3,20.7,6.0,0.98
3,4.2,19.4,32.1,18.7,2.38
1,7.5,18.9,51.5,23.9,3.03
2,56.0,70.0,26.3,14.6,1.69
2,5.4,7.4,24.1,7.6,1.28
3,12.1,31.5,29.9,24.1,2.05
0,0.6,3.6,13.9,7.3,0.94
0,12.7,16.7,15.8,3.8,1.04
0,40.2,44.4,20.5,5.2,1.13
2,7.0,16.1,29.8,11.1,1.45
1,12.9,28.7,43.6,15.9,2.18
0,2.0,8.4,12.1,6.5,1.17
0,11.6,14.8,24.2,5.9,0.96
3,63.5,77.9,32.4,6.8,2.3
2,20.9,32.5,34.9,4.5,2.0
2,0.9,13.3,30.1,11.5,1.82
3,0.1,12.2,43.2,7.9,1.27
3,68.5,80.6,38.5,13.5,2.54
3,6.2,33.2,23.9,16.7,2.0
2,0.7,10.0,34.7,11.2,1.59
0,15.3,22.1,12.4,3.4,0.96
2,38.9,49.8,22.4,12.2,1.52
0,7.1,10.4,28.4,4.5,0.87
3,19.6,35.4,39.8,9.1,1.97
2,24.9,30.7,23.5,21.2,1.55
0,9.9,18.2,26.4,2.3,1.04
3,4.6,14.6,24.7,19.7,2.47
2,13.5,30.5,21.6,0.7,1.64
0,3.3,10.1,12.9,5.3,0.94
2,3.1,11.6,25.3,7.7,1.64
0,0.3,4.6,16.6,6.5,0.89
2,19.0,34.1,28.6,13.5,1.54
0,2.1,1.0,23.5,3.3,1.04
0,0.2,4.3,15.0,6.7,1.02
2,3.6,13.5,33.8,10.5,1.28
2,13.2,18.3,34.4,8.4,1.42
0,7.6,10.4,16.9,4.1,1.07
0,11.3,15.6,14.2,7.4,0.9
2,9.3,19.6,22.8,14.1,1.38
0,22.8,24.5,28.9,8.3,1.02
2,8.5,13.6,27.1,13.1,1.35
0,17.6,25.9,19.8,4.2,0.85
1,80.8,96.8,46.9,14.6,2.4
1,8.2,40.2,30.8,15.3,2.55
2,22.0,32.5,25.2,3.4,1.6
2,19.6,31.4,31.5,14.2,1.7
0,13.8,18.3,24.9,4.9,1.09
2,84.8,96.1,22.1,6.0,1.44
3,2.2,11.8,25.6,9.4,2.2
0,3.1,8.9,26.7,5.9,0.86
2,0.3,14.5,20.8,9.9,1.86
1,5.1,24.7,39.1,16.4,3.22
3,7.0,24.6,38.4,10.1,1.77
